Time,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11
41794.3866064352,-0.5223606323699083,-0.01395869152841045,1.5432893448813259,1.5575617623068805,2.5622687440479064,1.041702349205646,1.1437932520008962,0.8594839030332553,1.485625676763675,1.636083864904701,-0.09428830128368748,2.359130350079762
41794.3866064815,3.332017960077846,-0.4094915218350865,5.163806078759548,2.8548209608400246,-0.8740460519735422,0.4745962031214279,1.1150584032131827,1.2241113380508697,5.1386857069633685,1.4260899826846147,-0.7066603766184479,1.9497230015928189
41794.386606527805,4.529875043438683,5.340190433526541,5.601834042460739,3.267543024078611,1.7427213601297145,4.063080535412764,5.522682761952042,1.1570630332408038,0.2164447785999415,4.692372428880845,4.699673313951689,2.459405972125485
41794.38660657411,0.5783616391915967,3.9147278629637148,4.491218545426647,1.962378230073071,4.445686975004062,5.182288645578436,5.654095711249563,2.418913426946123,2.9180398525323388,5.8473610262104945,-0.70745972058858,2.0500396240034373
41794.386606620414,-0.47661675154546423,2.9648399163527204,-0.8957990032524673,2.5022873239453673,-0.6795165376474221,-0.29282431209072457,0.5471584117306878,3.133683447443836,0.41975692468884285,4.222911174771758,5.537320136478121,1.2105420786355072
41794.38660666672,5.603554313755421,3.3869695644397737,2.2824107292954974,5.41223215240562,1.189372523478064,-0.04221905621630684,1.4805732012165818,4.531398621054221,3.8501484956343104,1.0695805253001813,3.4778957398066,4.974049741965894
41794.38660671302,3.1809425228807973,2.3524353616373626,0.61705350003103,0.3228838117088628,2.393226169564647,5.109622704153262,4.800733492037392,1.2256875910858507,0.3924973476692937,4.925513778540621,2.6811175773582194,-0.18353696215330284
41794.386606759326,2.6789371115123264,1.6064666615424632,4.313714656721036,2.003357624672496,0.9903282448177699,4.932188253851461,5.946683840307643,-0.6140569659495787,4.1188449206173825,-0.81549793749191,1.9155811317876053,0.5862723382885151
41794.38660680563,1.3214033326582468,-0.8968540862626381,0.47035867873257553,2.3874850662985367,4.251051419758656,5.566830006854227,0.5650963309571244,2.563902326507386,3.8065946695169464,1.7479936951809218,2.5675744339987974,1.7520072156386481
41794.386606851935,4.747633327198246,4.255648986030807,2.5345646008235327,-0.5387151478055867,0.13263964824685948,4.9420141297944555,1.8667936916703418,0.10936710616376177,1.0033543418194042,3.038435800134849,4.4801980175248834,0.48372343439277987
41794.38660689824,4.495588598435077,4.50338291265177,-0.5964002834816795,1.471978896697136,3.809982493022499,2.3840797706008017,3.31892757708854,0.464749464176339,5.6449535027400675,3.245182549776528,0.6985057788282507,5.960085606926947
41794.38660694454,3.473638470777293,2.606852298512168,5.87275369249119,3.3788132496346552,4.851621410391315,2.0587499185410674,4.886228198367369,-0.32160211030144015,5.621225302609817,0.9226565897814347,4.340974536695643,1.6751178547390406
41794.38660699085,-0.42027596824047786,4.052300984670929,5.756134454129336,4.510052117212721,-0.19324777206675992,4.592741578432524,4.763996528153067,2.7472143770852235,2.063628115803245,3.6677794977765643,4.380538327661794,0.6018290405918245
41794.38660703715,3.0466075446103806,5.268912711209341,4.392388915895096,1.7168173538454266,-0.7900952311322867,5.340806293914909,4.927893516205582,4.908821662684174,4.030473559362618,-0.2355701117139798,4.023880116667124,3.4255839415866376
41794.386607083456,5.8188469854645755,2.2530428857227673,-0.17405338805286674,5.725523710170362,3.1641001480353808,1.1186036830953787,1.6128863734878998,4.047480340244686,2.4488135894515937,0.08070542407701531,3.634516414211811,4.2594326421357005
41794.38660712976,-0.321961620539159,5.249040700598501,1.4857078765708565,2.210352838959749,1.5437724125839272,2.6212658714879993,0.640623353262749,1.0209007925438214,1.8129579783543486,4.095775293616259,3.052883142805543,0.2860662549734305
41794.386607176064,1.4965806193880526,5.237257008445979,4.8929263621680334,4.946377288228952,4.546289134133867,0.20367836127073202,1.6270125115426732,0.7765549212879868,2.4114826168958374,0.7989075494559357,4.749563929411822,2.029723514586572
41794.38660722237,3.520734382357265,-0.08084079412597767,2.281288001261797,0.05970940312515172,1.80410071615343,4.146358399781692,3.6031489788187434,-0.6552727201576473,2.929471563913853,0.09831376642672529,0.7689686793859634,3.8303608659591797
41794.38660726867,3.0739639872203686,-0.7506152415465325,2.857062230279684,1.978300892061343,3.5004335021411777,-0.38334264852088074,5.774998735898782,0.29955460200136885,-0.8117113903934761,0.995437708541244,1.8731987320966277,0.6433252332665749
41794.38660731498,4.774502552004024,0.9888617289398931,1.4453982220725692,2.5650119316535633,4.492735659756247,-0.5372506507858404,4.144246546623708,2.249484074738882,1.125119062018355,2.718989252842371,3.1538093360763577,3.46444212961591
